,title_id,title,year,genre,duration,director,actors,description,avg_vote,budget,gross_income_usa,gross_income_global,votes,user_reviews,critics_reviews,profit
62145,tt2091935,Mr. Right,2015,Action,95,Paco Cabezas,"Sam Rockwell, Anna Kendrick, Tim Roth, James Ransone, Anson Mount, Michael Eklund, RZA, Katie Nehra, Jaiden Kaine, Douglas M. Griffin, Luis Da Silva Jr., Elena Sanchez, Garrett Kruithof, Christopher Matthew Cook, Ross Gallo","A girl falls for the ""perfect"" guy, who happens to have a very fatal flaw: he's a hitman on the run from the crime cartels who employ him.",6.3,8000000,34694,607595.0,43701,155.0,73.0,-7392405.0
39756,tt0298071,Mr. Smith Gets a Hustler,2002,Crime,91,Ian McCrudden,"Larry Pine, Alex Feldman, J.D. Williams, Benjamin Hendrickson, Thomas Hildreth, Anna Levine, Jodie Baker, Antonio Rodríguez, Ed Hodson, Phil McGlaston, Tim Sherogan, Alexander Robert Scott","A Banker, Husband, and Father, Mr. Smith must leave it behind him. He's made a mistake and he's trying to pay for it but he doesn't know if there is enough money in the world. Or so he ...",4.7,200000,1915,1915.0,203,11.0,8.0,-198085.0
44666,tt0419984,Mr. Woodcock,2007,Comedy,87,Craig Gillespie,"Billy Bob Thornton, Seann William Scott, Susan Sarandon, Amy Poehler, Melissa Sagemiller, Ethan Suplee, Jacob Davich, Kyley Baldridge, Alec George, Joseph Michael Sargent, M.C. Gainey, Brent Briscoe, Dave Kuhr, Lisa K. Wyatt, Kurt Fuller","Taken aback by his mother's wedding announcement, a young man returns home in an effort to stop her from marrying his old high school gym teacher, a man who made middle school hell for generations of students.",5.1,22000000,25799486,33621851.0,34139,86.0,84.0,11621851.0
60973,tt1935179,Mud,2012,Drama,130,Jeff Nichols,"Matthew McConaughey, Reese Witherspoon, Tye Sheridan, Jacob Lofland, Sam Shepard, Ray McKinnon, Sarah Paulson, Michael Shannon, Joe Don Baker, Paul Sparks, Bonnie Sturdivant, Stuart Greer, John Ward Jr., Kristy Barrington, Johnny Cheek",Two young boys encounter a fugitive and form a pact to help him evade the vigilantes that are on his trail and to reunite him with his true love.,7.4,10000000,21590086,32613173.0,159117,294.0,388.0,22613173.0
47001,tt0473514,Mulberry St,2006,Horror,84,Jim Mickle,"Nick Damici, Kim Blair, Ron Brice, Bo Corre, Tim House, Larry Fleischman, Larry Medich, Javier Picayo, Antone Pagán, John Hoyt, Lou Torres, Sarah Dickinson, Heidi Peterson, Jim Heater, Rodney Gray","A deadly infection breaks out in Manhattan, causing humans to devolve into blood-thirsty rat creatures. Six recently evicted tenants must survive the night and protect their downtown ...",5.6,60000,97182,97182.0,5471,73.0,88.0,37182.0
50677,tt0984210,Multiple Sarcasms,2010,Drama,97,Brooks Branch,"Timothy Hutton, Mira Sorvino, Dana Delany, Mario Van Peebles, India Ennenga, Laila Robins, Stockard Channing, Brett Berg, Tim Bohn, Nadia Dassouki, Jason Denuszek, Jonathan C. Green, Joan Jett, Leslie Lyles, Alex Manette","Gabriel is a man who on the surface has it all-successful professional life as an architect, a beautiful wife, Annie, and a devoted young daughter, Elizabeth. But slowly it dawns on him ...",4.9,2500000,29731,29731.0,586,12.0,18.0,-2470269.0
58997,tt1720172,Munger Road,2011,Horror,86,Nicholas Smith,"Bruce Davison, Randall Batinkoff, Trevor Morgan, Brooke Peoples, Hallock Beals, Lauren Storm, Art Fox, Maggie Gwin, Bill J. Stevens, Ron Johnston, Judy Proudfoot Schenck","On the eve of the annual Scarecrow Festival, two St. Charles police officers search for a return killer the same night four teenagers go missing on Munger Road.",4.5,200000,266689,266689.0,1470,32.0,16.0,66689.0
63610,tt2281587,Muppets Most Wanted,2014,Adventure,107,James Bobin,"Ricky Gervais, Ty Burrell, Tina Fey, Steve Whitmire, Eric Jacobson, Dave Goelz, Bill Barretta, David Rudman, Matt Vogel, Peter Linz, Tony Bennett, Hugh Bonneville, William Brand, Andrés Cantor, Jemaine Clement","While on a grand world tour,",6.4,50000000,51183113,80383113.0,29562,121.0,280.0,30383113.0
37905,tt0264935,Murder by Numbers,2002,Crime,115,Barbet Schroeder,"Sandra Bullock, Ben Chaplin, Ryan Gosling, Michael Pitt, Agnes Bruckner, Chris Penn, R.D. Call, Tom Verica, Janni Brenn, John Vickery, Michael Canavan, Krista Carpenter, Neal Matarazzo, Adilah Barnes, Jim Jansen","Two gifted high school students execute a ""perfect"" murder - then become engaged in an intellectual contest with a seasoned homicide detective.",6.2,50000000,31945749,56714147.0,50625,307.0,133.0,6714147.0
48135,tt0758766,Music and Lyrics,2007,Comedy,96,Marc Lawrence,"Hugh Grant, Scott Porter, Nick Bacon, Andrew Wyatt, Dan McMillan, Tom Foligno, Zak Orth, Brooke Tansley, Daniel Stewart Sherman, Brad Garrett, Aasif Mandvi, Drew Barrymore, Haley Bennett, Matthew Morrison, Jason Antoon","A washed up singer is given a couple days to compose a chart-topping hit for an aspiring teen sensation. Though he's never written a decent lyric in his life, he sparks with an offbeat younger woman with a flair for words.",6.5,40000000,50572589,145896422.0,92815,297.0,174.0,105896422.0
60556,tt1874633,Musical Chairs,2011,Drama,102,Susan Seidelman,"Leah Pipes, E.J. Bonilla, Priscilla Lopez, Jaime Tirelli, Laverne Cox, Nelson Landrieu, Angelic Zambrana, Morgan Spector, Philip Willingham, Auti Angel, Jerome Preston Bates, Joey Dedio, Dominic Colón, Joseph Basile, Tommy Bayiokos","When, Mia, a dance teacher, lands in the hospital after an accident, Armando, a would-be dancer who admires her from afar, persuades her to train for an upcoming wheelchair ballroom dancing contest.",4.7,2500000,31478,31478.0,265,13.0,23.0,-2468522.0
44511,tt0417001,Must Love Dogs,2005,Comedy,98,Gary David Goldberg,"Diane Lane, John Cusack, Elizabeth Perkins, Christopher Plummer, Dermot Mulroney, Stockard Channing, Ali Hillis, Brad William Henke, Julie Gonzalo, Glenn Howerton, Ben Shenkman, Jordana Spiro, Kirk Trutner, Victor Webster, Michael Spound","A forty-something preschool teacher looks to the personals for a change of pace and a relationship, with hilarious results.",5.9,30000000,43894863,58231520.0,29518,267.0,120.0,28231520.0
69823,tt3719896,My All-American,2015,Biography,118,Angelo Pizzo,"Aaron Eckhart, Finn Wittrock, Rett Terrell, Michael Reilly Burke, Robin Tunney, Sarah Bolger, Juston Street, Donny Boaz, Jordan Shipley, Alex MacNicoll, Richard Kohnke, Eddie Davenport, Austin Willis, Luke Poehlmann, Brent Anderson","Freddie Steinmark, an underdog on the gridiron, faces the toughest challenge of his life after leading his team to a championship season.",7.1,20000000,2246000,2246000.0,5240,31.0,30.0,-17754000.0
41201,tt0332712,My Baby's Daddy,2004,Comedy,86,Cheryl Dunye,"Eddie Griffin, Anthony Anderson, Michael Imperioli, Paula Jai Parker, Joanna Bacalso, Bai Ling, Marsha Thomason, Bobb'e J. Thompson, Dee Freeman, Randy Sklar, Jason Sklar, Naomi Gaskin, Denis Akiyama, Fred Lee, Wynne Pon","A trio of young men (Griffin, Anderson, and Imperioli) are forced to grow up quick when their girlfriends all become pregnant around the same time.",4.6,12000000,17669317,18364273.0,3400,16.0,32.0,6364273.0
51430,tt1046163,My Best Friend's Girl,2008,Comedy,101,Howard Deutch,"Dane Cook, Kate Hudson, Alec Baldwin, Jason Biggs, Diora Baird, Lizzy Caplan, Riki Lindhome, Mini Anden, Hilary Pingle, Nate Torrence, Malcolm Barrett, Taran Killam, Faye Grant, Richard Snee, Amanda Brooks",Tank faces the ultimate test of friendship when his best friend hires him to take his ex-girlfriend out on a lousy date in order to make her realize how great her former boyfriend is.,5.9,20000000,19219250,41622502.0,41264,108.0,77.0,21622502.0
43343,tt0385890,My Big Fat Independent Movie,2005,Comedy,80,Philip Zlotorynski,"Paget Brewster, Neil Barton, Eric Hoffman, Darren Keefe Reiher, Ashley Head, Brian Krow, John Fortson, Neil Hopkins, Rob Schrab, Jim Agnew, Regina Berger, Eric Campos, Neil Dooley, David Douglas, Robert Eaton","""My Big Fat Independent Movie"" is a spoof along the lines of ""Scary Movie"" and ""Not Another Teen Movie."" It includes parodies of some of the indie film world's most renowned movies such as ...",3.2,3000000,4655,12155249.0,1291,23.0,8.0,9155249.0
52957,tt1179891,My Bloody Valentine,2009,Horror,101,Patrick Lussier,"Jensen Ackles, Jaime King, Kerr Smith, Betsy Rue, Edi Gathegi, Tom Atkins, Kevin Tighe, Megan Boone, Karen Baum, Joy de la Paz, Marc Macaulay, Todd Farmer, Jeff Hochendoner, Bingo O'Malley, Liam Rhodes","Tom returns to his hometown on the tenth anniversary of the Valentine's night massacre that claimed the lives of 22 people. Instead of a homecoming, Tom finds himself suspected of committing the murders, and it seems like his old flame is the only one that believes he's innocent.",5.4,15000000,51545952,100734718.0,51677,288.0,206.0,85734718.0
38206,tt0270980,My Boss's Daughter,2003,Comedy,86,David Zucker,"Mark Aisbett, Ashton Kutcher, Jon Abrahams, Tara Reid, Molly Shannon, Terence Stamp, Andy Richter, Tyler Labine, Michael Madsen, Ryan Zwick, Patrick Cranshaw, Angela Little, David Koechner, Carmen Electra, Ron Selmour","After a man is asked to house sit for his boss, he becomes determined to get closer to the boss's daughter, but events keep unfolding that stop him from achieving his goal.",4.7,14000000,15550605,18191005.0,27187,119.0,56.0,4191005.0
32552,tt0156812,My Dog Skip,2000,Comedy,95,Jay Russell,"Luke Wilson, Frankie Muniz, Kevin Bacon, Diane Lane, Mark Beech, Susan Carol Davis, David Pickens, Bradley Coryell, Daylan Honeycutt, Cody Linley, Lucile Doan Ewing, Polly Craig, John Stiritz, Enzo, Moose","A shy boy grows up in 1940s Mississippi with the help of his beloved dog, Skip.",7.0,6000000,34134641,35547761.0,18571,148.0,86.0,29547761.0
47694,tt0489235,My Name Is Bruce,2007,Comedy,84,Bruce Campbell,"Bruce Campbell, Grace Thorsen, Taylor Sharpe, Ted Raimi, Ben McCain, Ellen Sandweiss, Timothy Patrick Quill, Dan Hicks, Logan Martin, Ali Akay, Ariel Badenhop, James J. Peck, Jen Brown, Kurt Rauf, Michael Kallio","Mistaken for his character Ash from the 'Evil Dead' trilogy,",6.2,1500000,173066,173066.0,23086,92.0,105.0,-1326934.0
51821,tt1078588,My Sister's Keeper,2009,Drama,109,Nick Cassavetes,"Abigail Breslin, Walter Raney, Sofia Vassilieva, Cameron Diaz, Heather Wahlquist, Jason Patric, Evan Ellingson, Alec Baldwin, Nicole Marie Lenz, Paul Butler, Olivia Hancock, Jeffrey Markle, Emily Deschanel, John DeRosa, Marcos A. Ferraez",Anna Fitzgerald looks to earn medical emancipation from her parents who until now have relied on their youngest child to help their leukemia-stricken daughter Kate remain alive.,7.4,30000000,49200230,95714875.0,86117,202.0,147.0,65714875.0
49654,tt0872230,My Soul to Take,2010,Horror,107,Wes Craven,"Max Thieriot, John Magaro, Denzel Whitaker, Zena Grey, Nick Lashaway, Paulina Olszynski, Jeremy Chu, Emily Meade, Raúl Esparza, Jessica Hecht, Frank Grillo, Danai Gurira, Harris Yulin, Shareeka Epps, Elena Hurst",A serial killer returns to his hometown to stalk seven children who share the same birthday as the date he was allegedly put to rest.,4.8,25000000,14744435,20976402.0,18836,144.0,159.0,-4023598.0
47814,tt0492896,My Suicide,2009,Comedy,107,David Lee Miller,"David Carradine, Mariel Hemingway, Brooke Nevin, Nora Dunn, Michael Welch, Zachary Ray Sherman, Vanessa Lengies, Gabriel Sunday, Tony Hale, Joe Mantegna, Sandy Martin, Tim Halligan, Steven Anthony Lawrence, Stephen Sowan, Robert Kurcz",A teen coming-of-age romantic dramedy about a media-obsessed geek and the most beautiful and twisted girl in school.,7.2,2000000,17282,17282.0,1461,15.0,12.0,-1982718.0
46650,tt0465624,My Super Ex-Girlfriend,2006,Comedy,96,Ivan Reitman,"Uma Thurman, Luke Wilson, Anna Faris, Rainn Wilson, Eddie Izzard, Stelio Savante, Mike Iorio, Mark Consuelos, Wanda Sykes, Margaret Anne Florence, Catherine Reitman, Tara Thompson, Kevin Townley, Eva Veronika, Lawrence Feeney","When a regular guy dumps a superhero for her neediness, she uses her powers to make his life a living hell.",5.1,30000000,22530295,60984606.0,59822,208.0,150.0,30984606.0
57673,tt1604589,My Uncle Rafael,2012,Comedy,102,Marc Fusco,"John Michael Higgins, Missi Pyle, Vahik Pirhamzei, Anthony Clark, Rachel Blanchard, Carly Chaikin, Tadeh Amirian, Jason D. Avalos, Anahid Avanesian, Austin Butler, Giovanni Cirfiera, Amanda Leigh Cobb, Fred Cross, Arthur Darbinyan, Brooke Dillman",A desperate TV producer convinces an old Armenian Uncle to star in a new reality show. Cultures collide when Uncle Rafael is thrown into the Schumacher family household where he has one ...,5.9,1300000,243616,243616.0,184,12.0,6.0,-1056384.0
54346,tt1289419,N-Secure,2010,Crime,105,David M. Matthews,"Cordell Moore, Essence Atkins, Denise Boutte, Tempestt Bledsoe, Lamman Rucker, Toni Trucks, Rick Ravanello, Thomas Miles, Caryn Ward, Elise Neal, Steve Conn, BernNadette Stanis, Sabrina Tiller, Michael Higgenbottom, T.J. Cates","N-Secure is a no holds-barred thrilling drama mixed with murder, mayhem, and manipulation among affluent professionals. This film sheds light on a man's downfall from the pinnacles of ...",3.4,1600000,2595644,2595644.0,591,14.0,4.0,995644.0
47279,tt0479500,Nancy Drew,2007,Comedy,99,Andrew Fleming,"Emma Roberts, Craig Gellis, Rich Cooper, Max Thieriot, Amy Bruckner, Kay Panabaker, Cliff Bemis, Tate Donovan, David Doty, Laura Harring, Pat Carroll, Monica Parker, Caroline Aaron, Marshall Bell, Daniella Monet","Teen detective Nancy Drew accompanies her father on a business trip to Los Angeles, where she happens upon clues to a murder mystery involving a movie star.",5.9,20000000,25612520,30666930.0,18491,104.0,86.0,10666930.0
42777,tt0374900,Napoleon Dynamite,2004,Comedy,96,Jared Hess,"Jon Heder, Jon Gries, Aaron Ruell, Efren Ramirez, Diedrich Bader, Tina Majorino, Sandy Martin, Haylie Duff, Trevor Snarr, Shondrella Avery, Bracken Johnson, Carmen Brady, Ellen Dubin, J.C. Cunningham, Jimmy Stevens","A listless and alienated teenager decides to help his new friend win the class presidency in their small western high school, while he must deal with his bizarre family life back home.",6.9,400000,44540956,46138887.0,188028,1526.0,216.0,45738887.0
42520,tt0368891,National Treasure,2004,Action,131,Jon Turteltaub,"Nicolas Cage, Diane Kruger, Justin Bartha, Sean Bean, Jon Voight, Harvey Keitel, Christopher Plummer, David Dayan Fisher, Stewart Finlay-McLennan, Oleg Taktarov, Stephen A. Pope, Annie Parisse, Mark Pellegrino, Armando Riesco, Erik King",A historian races to find the legendary Templar Treasure before a team of mercenaries.,6.8,100000000,173008894,347512318.0,289540,718.0,195.0,247512318.0
46628,tt0465234,National Treasure: Book of Secrets,2007,Action,124,Jon Turteltaub,"Nicolas Cage, Justin Bartha, Diane Kruger, Jon Voight, Helen Mirren, Ed Harris, Harvey Keitel, Bruce Greenwood, Ty Burrell, Michael Maize, Timothy V. Murphy, Alicia Coppola, Armando Riesco, Albert Hall, Joel Gretsch",Benjamin Gates must follow a clue left in John Wilkes Booth's diary to prove his ancestor's innocence in the assassination of Abraham Lincoln.,6.5,130000000,219964115,457364600.0,208604,309.0,189.0,327364600.0
60013,tt1821549,Nebraska,2013,Adventure,115,Alexander Payne,"Bruce Dern, Will Forte, June Squibb, Bob Odenkirk, Stacy Keach, Mary Louise Wilson, Rance Howard, Tim Driscoll, Devin Ratray, Angela McEwan, Glendora Stitt, Elizabeth Moore, Kevin Kunkel, Dennis McCoig, Ronald Vosta","An aging, booze-addled father makes the trip from Montana to Nebraska with his estranged son in order to claim a million-dollar Mega Sweepstakes Marketing prize.",7.7,12000000,17654912,27682872.0,106842,303.0,444.0,15682872.0
61470,tt2004420,Neighbors,2014,Comedy,97,Nicholas Stoller,"Seth Rogen, Rose Byrne, Elise Vargas, Zoey Vargas, Brian Huskey, Ike Barinholtz, Carla Gallo, Zac Efron, Dave Franco, Halston Sage, Christopher Mintz-Plasse, Jerrod Carmichael, Craig Roberts, Ali Cobrin, Kira Sternbach","After they are forced to live next to a fraternity house, a couple with a newborn baby do whatever they can to take them down.",6.3,18000000,150157400,270665134.0,270996,418.0,360.0,252665134.0
69116,tt3531824,Nerve,2016,Adventure,96,"Henry Joost, Ariel Schulman","Emma Roberts, Dave Franco, Emily Meade, Miles Heizer, Juliette Lewis, Kimiko Glenn, Marc John Jefferies, Machine Gun Kelly, Brian Marc, Ed Squires, Rightor Doyle, Josh Ostrovsky, Eric D'Alessandro, Arielle Vandenberg, Jonny Beauchamp","A high school senior finds herself immersed in an online game of truth or dare, where her every move starts to become manipulated by an anonymous community of ""watchers.""",6.5,19000000,38583626,85251425.0,106159,243.0,241.0,66251425.0
36785,tt0244094,Never Again,2001,Comedy,98,Eric Schaeffer,"Jeffrey Tambor, Jill Clayburgh, Caroline Aaron, Bill Duke, Sandy Duncan, Michael McKean, Dan'l Linehan, Bill Weeden, Eric Axen, David Bailey, Trazana Beverley, Tom Cappadona, Caitlin Clarke, India Cooper, Peter Dinklage",Two people who have pledged never to fall in love again then discover each other in a gay bar.,6.3,500000,307631,307631.0,756,35.0,25.0,-192369.0
51113,tt1023111,Never Back Down,2008,Action,110,Jeff Wadlow,"Sean Faris, Amber Heard, Cam Gigandet, Evan Peters, Leslie Hope, Djimon Hounsou, Wyatt Smith, Affion Crockett, Neil Brown Jr., Lauren Leech, Tilky Jones, Steven Crowley, Tom Nowicki, Chele André, Chris Lindsay",A frustrated and conflicted teenager arrives at a new high school to discover an underground fight club and meet a classmate who begins to coerce him into fighting.,6.6,20000000,24850922,41627431.0,92051,190.0,139.0,21627431.0
46040,tt0452711,Never Been Thawed,2005,Comedy,87,Sean Anders,"Greg Behrendt, Kent Voss, Sean Anders, Mike Gordon, Blair Arndt, Allen Zwolle, Shelly Frasier, John Angelo, Scott Isham, John Morris, Marco Davanzo, C.J. Cotton, Nate Bandow, Stephen D. Doerr, Mary Beth Rudy",Shawn is the founder of the Mesa Frozen Entree Enthusiasts Club. He has inspired this group of fanatical collectors to attempt to host the world's first Frozen Entree Enthusiasts Convention...,6.0,35000,47219,47219.0,349,23.0,14.0,12219.0
41901,tt0354766,Never Die Alone,2004,Action,88,Ernest R. Dickerson,"DMX, Michael Ealy, Drew Sidora, Antwon Tanner, Robby Robinson, Luenell, David Arquette, Clifton Powell, Wealthy Linn Gener, Jeff Sanders, Tommy 'Tiny' Lister, Shakira Vanise Gamble, Big Daddy Wayne, Damion Poitier, Eric Payne",A drug kingpin's return home touches off a turf war.,5.7,3000000,5645298,5923000.0,5276,39.0,57.0,2923000.0
77591,tt6529772,Never Heard,2018,Drama,89,Josh Webber,"David Banner, Robin Givens, Romeo Miller, Karrueche Tran, Brian White, Dorien Wilson, Karen Abercrombie, Dijon Talton, Lexy Panterra, Kandi Burruss, Jackie Long, Master P, Diezel Braxton, James Moss, Paloma Ford",Aaron Davis is accused of murder and incarcerated for a crime he swears that he did not commit. His son Jalen is forced to grow up on the streets of Los Angeles without the guidance of a father and primarily raised by his mother Shala and Grandmother Camilla. Jalen finds himself in hot water with his life at risk after his friend Diggy decides to partner with one of the biggest drug dealers in ...,5.2,4000000,105271,105271.0,315,25.0,2.0,-3894729.0
39321,tt0290249,New Suit,2002,Comedy,94,François Velle,"Jordan Bridges, Marisa Coughlan, Heather Donahue, Mark Setlock, Benito Martinez, Charles Rocket, Paul McCrane, Dan Hedaya, Dan Montgomery Jr., Jamie Marsh, Danny Strong, Jere Burns, Branton Box, Andrew Ableson, Amber Smith",A once-idealistic writer inadvertently ignites a feeding frenzy in Hollywood with the mention of a mysterious new screenplay and its illusive author.,5.7,1000000,71743,71743.0,361,16.0,10.0,-928257.0
57595,tt1598822,New Year's Eve,2011,Comedy,113,Garry Marshall,"Michelle Pfeiffer, Zac Efron, Charlotte Marshall-Fricker, Fiona Choi, Mary Marguerite Keane, Michael Mandell, Patrick Reale, Robert De Niro, Halle Berry, Cary Elwes, Alyssa Milano, Common, Barbara Marshall, Jessica Biel, Seth Meyers",The lives of several couples and singles in New York City intertwine over the course of New Year's Eve.,5.7,56000000,54544638,142044638.0,77606,152.0,202.0,86044638.0
42211,tt0363282,New York Minute,2004,Comedy,91,Dennie Gordon,"Ashley Olsen, Mary-Kate Olsen, Eugene Levy, Andy Richter, Riley Smith, Jared Padalecki, Drew Pinsky, Darrell Hammond, Andrea Martin, Alannah Ong, Mary Bond Davis, Bob Saget, Jack Osbourne, Joey Klein, Neil Crone","Two very different twin sisters haven't spent a day together in years. That changes the day they have to go to NYC and everything goes wrong - chased by a truancy officer, a killer wanting a chip back and two nice young guys.",4.9,30000000,14071441,21289826.0,20658,116.0,69.0,-8710174.0
48748,tt0808399,"New York, I Love You",2008,Comedy,103,"Fatih Akin, Yvan Attal","Hayden Christensen, Andy Garcia, Rachel Bilson, Natalie Portman, Irrfan Khan, Orlando Bloom, Christina Ricci, Maggie Q, Ethan Hawke, Chris Cooper, Robin Wright, Anton Yelchin, James Caan, Olivia Thirlby, Blake Lively","Eleven love stories set in one of the most loved and hated cities of the world, New York City.",6.3,14700000,1588015,14603177.0,43522,78.0,136.0,-96823.0
60601,tt1880418,Newlyweds,2011,Comedy,95,Edward Burns,"Edward Burns, Kerry Bishé, Marsha Dietlein, Caitlin FitzGerald, Johnny Solo, Dara Coleman, Max Baker, Daniella Pineda",Newlyweds Buzzy and Katie find their blissful life disrupted by the arrival of his half-sister and news of her sister's marriage troubles.,6.3,9000,5000,5000.0,1458,15.0,14.0,-4000.0
45351,tt0435705,Next,2007,Action,96,Lee Tamahori,"Nicolas Cage, Julianne Moore, Jessica Biel, Thomas Kretschmann, Tory Kittles, José Zúñiga, Jim Beaver, Jason Butler Harner, Michael Trucco, Enzo Cilenti, Laetitia Danielle, Nicolas Pajon, Sergej Trifunovic, Charles Rahi Chun, Patricia Prata",A Las Vegas magician who can see into the future is pursued by FBI agents seeking to use his abilities to prevent a nuclear terrorist attack.,6.2,70000000,18211013,77421190.0,142178,332.0,192.0,7421190.0
52077,tt1097013,Next Day Air,2009,Action,84,Benny Boom,"Donald Faison, Mike Epps, Wood Harris, Omari Hardwick, Emilio Rivera, Darius McCrary, Cisco Reyes, Yasmin Deliz, Lobo Sebastian, Malik Barnhardt, Yasiin Bey, Debbie Allen, Lauren London, Jo D. Jonz, Shawn Michael Howard","Two inept criminals are mistakenly delivered a package of cocaine and think they've hit the jackpot, triggering a series of events that changes ten people's lives forever.",5.8,3000000,10027047,10172519.0,9948,21.0,47.0,7172519.0
34718,tt0195945,Next Friday,2000,Comedy,98,Steve Carr,"Ice Cube, Mike Epps, Justin Pierce, John Witherspoon, Don 'D.C.' Curry, Jacob Vargas, Lobo Sebastian, Rolando Molina, Lisa Rodríguez, Tommy 'Tiny' Lister, Kym Whitley, Amy Hill, Tamala Jones, The Lady of Rage, Carmen Serano",Uncle Elroy and Day Day owe money on taxes so Craig finds a way to steal from the next door neighbors to pay off the taxes so Uncle Elroy's house doesn't get put up for auction.,6.1,11000000,57328603,59827328.0,34529,82.0,15.0,48827328.0
50643,tt0981227,Nick and Norah's Infinite Playlist,2008,Comedy,90,Peter Sollett,"Michael Cera, Kat Dennings, Aaron Yoo, Rafi Gavron, Ari Graynor, Alexis Dziena, Jonathan B. Wright, Zachary Booth, Jay Baruchel, Justin Rice, Christian Rudder, Giorgio Angelini, Darbie Nowatka, Cully Symington, Jeremy Haines","High school student Nick O'Leary, member of the Queercore band The Jerk Offs, meets college-bound Norah Silverberg when she asks him to be her boyfriend for five minutes.",6.6,10000000,31487293,33506644.0,85769,154.0,168.0,23506644.0
77975,tt6781982,Night School,2018,Comedy,111,Malcolm D. Lee,"Kevin Hart, Tiffany Haddish, Rob Riggle, Romany Malco, Taran Killam, Megalyn Echikunwoke, Al Madrigal, Mary Lynn Rajskub, Keith David, Anne Winters, Fat Joe, Ben Schwartz, Yvonne Orji, Bresha Webb, Jeff Rose",A group of high school dropouts are forced to attend night school in hope that they'll pass the GED exam to finish high school.,5.6,29000000,77339130,103105878.0,27863,290.0,98.0,74105878.0
47696,tt0489244,Night of the Living Dead 3D,2006,Horror,80,Jeff Broadstreet,"Brianna Brown, Joshua DesRoches, Sid Haig, Greg Travis, Johanna Black, Adam Chambers, Ken Ward, Alynia Phillips, Max E. Williams, Cristin Michele, Marcia Ann Burrs, Robert DiTillio, Brian La Rosa, Alan Gorg, Jason Brandt","Both an homage to and a re-imagining of the original 1968 film, this update follows a group of survivors trapped in a farmhouse battling a siege of undead zombies....in 3D!",3.1,750000,271000,1657729.0,3285,65.0,46.0,907729.0
66486,tt2872718,Nightcrawler,2014,Crime,117,Dan Gilroy,"Jake Gyllenhaal, Michael Papajohn, Marco Rodríguez, Bill Paxton, James Huang, Kent Shocknek, Pat Harvey, Sharon Tay, Rick Garcia, Leah Fredkin, Bill Seward, Rick Chambers, Holly Hannula, Jonny Coyne, Nick Chacon","When Louis Bloom, a con man desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story.",7.9,8500000,32381217,38697217.0,418953,708.0,548.0,30197217.0
47206,tt0478216,Nightmare Man,2006,Comedy,89,Rolfe Kanefsky,"Blythe Metz, Luciano Szafir, Aaron Sherry, Jack Sway, Tiffany Shepis, Johanna Putnam, James Ferris, Victor Kanefsky, Alice Glenn, Richard Moll, Gwen Davis, Robert Donavan","After receiving an African fertility mask as a gift Ellen tells her husband William that she's been attacked by masked phantom called 'the Nightmare Man'. As Ellen's paranoia increases, ...",4.0,250000,97182,97182.0,2208,39.0,34.0,-152818.0
44245,tt0410377,Nim's Island,2008,Adventure,96,"Jennifer Flackett, Mark Levin","Abigail Breslin, Jodie Foster, Gerard Butler, Michael Carman, Mark Brady, Anthony Simcoe, Christopher James Baker, Maddison Joyce, Peter Callan, Rhonda Doyle, Russell Butler, Colin Gibson, Bryan Probets, Andrew Nason, Dorothy Thorsen",A young girl inhabits an isolated island with her scientist father and communicates with a reclusive author of the novel she's reading.,6.0,37000000,48006762,100076342.0,32022,114.0,142.0,63076342.0
44668,tt0420015,Nine Lives,2005,Drama,115,Rodrigo García,"Elpidia Carrillo, Aomawa Baker, Miguel Sandoval, Mary Pat Dowhy, Andy Umberger, K Callan, Chelsea Rendon, Robin Wright, Jason Isaacs, Sydney Tamiia Poitier, LisaGay Hamilton, Holly Hunter, Stephen Dillane, Daniel Edward Mora, Molly Parker","Captives of the very relationships that define and sustain them, nine women resiliently meet the travails and disappointments of life.",6.7,500000,478830,1591523.0,6354,71.0,60.0,1091523.0
47161,tt0477348,No Country for Old Men,2007,Crime,122,"Ethan Coen, Joel Coen","Tommy Lee Jones, Javier Bardem, Josh Brolin, Woody Harrelson, Kelly Macdonald, Garret Dillahunt, Tess Harper, Barry Corbin, Stephen Root, Rodger Boyce, Beth Grant, Ana Reeder, Kit Gwin, Zach Hopkins, Chip Love",Violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the Rio Grande.,8.1,25000000,74283625,171627166.0,786362,1736.0,528.0,146627166.0
59639,tt1781922,No Escape,2015,Action,103,John Erick Dowdle,"Owen Wilson, Lake Bell, Sterling Jerins, Claire Geare, Pierce Brosnan, Thanawut Ketsaro, Chatchawai Kamonsakpitak, Sahajak Boonthanakit, Tanapol Chuksrida, Nophand Boonyai, Kanarpat Phintiang, Jon Goldney, Duang Maidork, Suphornnaphat Jenselius, Barthélemy Son","In their new overseas house, an American family soon finds themselves caught in the middle of a coup, and they frantically look for a safe escape from an environment where foreigners are being immediately executed.",6.8,16200000,27288872,54418872.0,72032,288.0,214.0,38218872.0
